1.293000	1.293000	B
1.782000	1.782000	B
1.807000	1.807000	B
2.258000	2.258000	B
2.269000	2.269000	B
2.282000	2.282000	B
2.362000	2.362000	B
2.737000	2.737000	B
2.761000	2.761000	B
3.209000	3.209000	B
3.222000	3.222000	B
3.235000	3.235000	B
3.312000	3.312000	B
3.712000	3.712000	B
4.165000	4.165000	B
4.175000	4.175000	B
4.187000	4.187000	B
4.666000	4.666000	B
4.679000	4.679000	B
5.118000	5.118000	B
5.129000	5.129000	B
5.140000	5.140000	B
5.617000	5.617000	B
6.068000	6.068000	B
6.079000	6.079000	B
6.091000	6.091000	B
6.171000	6.171000	B
6.569000	6.569000	B
6.624000	6.624000	B
7.020000	7.020000	B
7.032000	7.032000	B
7.045000	7.045000	B
7.524000	7.524000	B
7.537000	7.537000	B
7.998000	7.998000	B
8.012000	8.012000	B
8.475000	8.475000	B
8.914000	8.914000	B
8.935000	8.935000	B
8.965000	8.965000	B
8.986000	8.986000	B
9.416000	9.416000	B
9.427000	9.427000	B
9.443000	9.443000	B
9.462000	9.462000	B
9.868000	9.868000	B
9.887000	9.887000	B
9.918000	9.918000	B
10.346000	10.346000	B
10.366000	10.366000	B
10.379000	10.379000	B
10.395000	10.395000	B
10.438000	10.438000	B
10.819000	10.819000	B
10.871000	10.871000	B
10.912000	10.912000	B
11.297000	11.297000	B
11.318000	11.318000	B
11.332000	11.332000	B
11.349000	11.349000	B
11.368000	11.368000	B
11.392000	11.392000	B
11.772000	11.772000	B
11.793000	11.793000	B
11.823000	11.823000	B
11.865000	11.865000	B
12.250000	12.250000	B
12.272000	12.272000	B
12.286000	12.286000	B
12.301000	12.301000	B
12.320000	12.320000	B
12.343000	12.343000	B
12.725000	12.725000	B
12.745000	12.745000	B
12.759000	12.759000	B
12.777000	12.777000	B
12.816000	12.816000	B
13.204000	13.204000	B
13.223000	13.223000	B
13.236000	13.236000	B
13.252000	13.252000	B
13.293000	13.293000	B
13.678000	13.678000	B
13.697000	13.697000	B
13.728000	13.728000	B
13.769000	13.769000	B
14.155000	14.155000	B
14.174000	14.174000	B
14.188000	14.188000	B
14.205000	14.205000	B
14.223000	14.223000	B
16.559000	16.559000	B
16.609000	16.609000	B
17.024000	17.024000	B
17.066000	17.066000	B
17.084000	17.084000	B
17.499000	17.499000	B
17.559000	17.559000	B
17.979000	17.979000	B
17.985000	17.985000	B
18.018000	18.018000	B
18.037000	18.037000	B
18.455000	18.455000	B
18.461000	18.461000	B
18.477000	18.477000	B
18.493000	18.493000	B
18.512000	18.512000	B
18.939000	18.939000	B
18.952000	18.952000	B
18.969000	18.969000	B
18.990000	18.990000	B
19.415000	19.415000	B
19.430000	19.430000	B
19.447000	19.447000	B
19.466000	19.466000	B
19.891000	19.891000	B
19.924000	19.924000	B
19.945000	19.945000	B
20.369000	20.369000	B
20.382000	20.382000	B
20.399000	20.399000	B
20.419000	20.419000	B
20.833000	20.833000	B
20.843000	20.843000	B
20.876000	20.876000	B
21.320000	21.320000	B
21.334000	21.334000	B
21.352000	21.352000	B
21.371000	21.371000	B
21.796000	21.796000	B
21.811000	21.811000	B
21.830000	21.830000	B
22.261000	22.261000	B
22.305000	22.305000	B
22.739000	22.739000	B
22.764000	22.764000	B
22.779000	22.779000	B
22.799000	22.799000	B
23.224000	23.224000	B
23.254000	23.254000	B
23.275000	23.275000	B
23.692000	23.692000	B
23.700000	23.700000	B
23.732000	23.732000	B
23.753000	23.753000	B
24.178000	24.178000	B
24.192000	24.192000	B
24.209000	24.209000	B
24.655000	24.655000	B
24.667000	24.667000	B
24.685000	24.685000	B
24.706000	24.706000	B
25.118000	25.118000	B
25.159000	25.159000	B
25.200000	25.200000	B
25.596000	25.596000	B
25.637000	25.637000	B
25.658000	25.658000	B
26.072000	26.072000	B
26.081000	26.081000	B
26.547000	26.547000	B
27.024000	27.024000	B
27.065000	27.065000	B
27.512000	27.512000	B
27.525000	27.525000	B
27.541000	27.541000	B
27.560000	27.560000	B
27.977000	27.977000	B
28.016000	28.016000	B
28.058000	28.058000	B
28.463000	28.463000	B
28.478000	28.478000	B
28.494000	28.494000	B
28.512000	28.512000	B
28.941000	28.941000	B
28.953000	28.953000	B
28.990000	28.990000	B
29.416000	29.416000	B
29.447000	29.447000	B
29.891000	29.891000	B
29.922000	29.922000	B
29.943000	29.943000	B
30.369000	30.369000	B
30.382000	30.382000	B
30.398000	30.398000	B
30.417000	30.417000	B
30.836000	30.836000	B
30.844000	30.844000	B
30.876000	30.876000	B
30.896000	30.896000	B
31.322000	31.322000	B
31.352000	31.352000	B
31.799000	31.799000	B
31.812000	31.812000	B
31.829000	31.829000	B
31.847000	31.847000	B
32.275000	32.275000	B
32.287000	32.287000	B
32.303000	32.303000	B
32.324000	32.324000	B
32.749000	32.749000	B
32.764000	32.764000	B
32.779000	32.779000	B
32.799000	32.799000	B
33.226000	33.226000	B
38.941000	38.941000	B
38.952000	38.952000	B
39.432000	39.432000	B
39.449000	39.449000	B
39.895000	39.895000	B
39.908000	39.908000	B
40.367000	40.367000	B
40.417000	40.417000	B
40.845000	40.845000	B
40.874000	40.874000	B
40.895000	40.895000	B
41.322000	41.322000	B
41.354000	41.354000	B
41.797000	41.797000	B
41.828000	41.828000	B
42.276000	42.276000	B
42.287000	42.287000	B
42.306000	42.306000	B
42.750000	42.750000	B
42.762000	42.762000	B
42.779000	42.779000	B
43.241000	43.241000	B
43.257000	43.257000	B
43.718000	43.718000	B
44.180000	44.180000	B
44.229000	44.229000	B
44.654000	44.654000	B
44.668000	44.668000	B
44.686000	44.686000	B
45.130000	45.130000	B
45.180000	45.180000	B
45.607000	45.607000	B
45.636000	45.636000	B
45.657000	45.657000	B
46.084000	46.084000	B
46.097000	46.097000	B
46.561000	46.561000	B
46.573000	46.573000	B
46.609000	46.609000	B
47.039000	47.039000	B
47.051000	47.051000	B
47.069000	47.069000	B
47.513000	47.513000	B
47.526000	47.526000	B
47.542000	47.542000	B
47.562000	47.562000	B
47.978000	47.978000	B
47.986000	47.986000	B
48.464000	48.464000	B
48.477000	48.477000	B
48.941000	48.941000	B
48.991000	48.991000	B
49.418000	49.418000	B
49.447000	49.447000	B
49.893000	49.893000	B
49.925000	49.925000	B
50.369000	50.369000	B
50.381000	50.381000	B
50.401000	50.401000	B
50.420000	50.420000	B
50.859000	50.859000	B
50.874000	50.874000	B
50.894000	50.894000	B
51.322000	51.322000	B
51.335000	51.335000	B
51.797000	51.797000	B
52.276000	52.276000	B
52.287000	52.287000	B
52.304000	52.304000	B
52.765000	52.765000	B
52.783000	52.783000	B
53.225000	53.225000	B
53.239000	53.239000	B
53.257000	53.257000	B
53.716000	53.716000	B
53.732000	53.732000	B
53.752000	53.752000	B
54.181000	54.181000	B
54.193000	54.193000	B
54.210000	54.210000	B
56.098000	56.098000	B
56.114000	56.114000	B
56.132000	56.132000	B
56.539000	56.539000	B
56.559000	56.559000	B
56.573000	56.573000	B
57.071000	57.071000	B
57.087000	57.087000	B
57.544000	57.544000	B
57.560000	57.560000	B
57.583000	57.583000	B
57.990000	57.990000	B
58.001000	58.001000	B
58.018000	58.018000	B
58.440000	58.440000	B
58.480000	58.480000	B
58.494000	58.494000	B
58.513000	58.513000	B
58.691000	58.691000	B
58.714000	58.714000	B
58.955000	58.955000	B
58.972000	58.972000	B
58.992000	58.992000	B
59.012000	59.012000	B
59.419000	59.419000	B
59.430000	59.430000	B
59.447000	59.447000	B
59.466000	59.466000	B
59.485000	59.485000	B
59.909000	59.909000	B
59.925000	59.925000	B
59.943000	59.943000	B
59.964000	59.964000	B
60.385000	60.385000	B
60.400000	60.400000	B
60.419000	60.419000	B
60.438000	60.438000	B
60.861000	60.861000	B
60.878000	60.878000	B
60.897000	60.897000	B
61.298000	61.298000	B
61.335000	61.335000	B
61.352000	61.352000	B
61.371000	61.371000	B
61.394000	61.394000	B
61.797000	61.797000	B
61.826000	61.826000	B
61.845000	61.845000	B
61.864000	61.864000	B
62.277000	62.277000	B
62.288000	62.288000	B
62.305000	62.305000	B
62.324000	62.324000	B
62.765000	62.765000	B
62.781000	62.781000	B
62.800000	62.800000	B
62.819000	62.819000	B
63.241000	63.241000	B
63.256000	63.256000	B
63.294000	63.294000	B
63.716000	63.716000	B
63.732000	63.732000	B
63.751000	63.751000	B
63.772000	63.772000	B
64.180000	64.180000	B
64.192000	64.192000	B
64.209000	64.209000	B
64.228000	64.228000	B
64.669000	64.669000	B
64.686000	64.686000	B
64.706000	64.706000	B
65.147000	65.147000	B
65.163000	65.163000	B
65.182000	65.182000	B
65.622000	65.622000	B
65.638000	65.638000	B
65.658000	65.658000	B
65.679000	65.679000	B
66.062000	66.062000	B
66.085000	66.085000	B
66.097000	66.097000	B
66.152000	66.152000	B
66.559000	66.559000	B
66.608000	66.608000	B
66.628000	66.628000	B
67.039000	67.039000	B
67.050000	67.050000	B
67.066000	67.066000	B
67.086000	67.086000	B
67.108000	67.108000	B
67.527000	67.527000	B
67.543000	67.543000	B
67.561000	67.561000	B
67.584000	67.584000	B
67.965000	67.965000	B
67.988000	67.988000	B
68.000000	68.000000	B
68.017000	68.017000	B
68.055000	68.055000	B
68.079000	68.079000	B
68.478000	68.478000	B
68.494000	68.494000	B
68.513000	68.513000	B
68.533000	68.533000	B
68.915000	68.915000	B
68.938000	68.938000	B
69.009000	69.009000	B
69.418000	69.418000	B
69.429000	69.429000	B
69.447000	69.447000	B
69.465000	69.465000	B
69.484000	69.484000	B
69.506000	69.506000	B
69.870000	69.870000	B
69.892000	69.892000	B
69.922000	69.922000	B
69.960000	69.960000	B
70.370000	70.370000	B
70.382000	70.382000	B
70.398000	70.398000	B
70.436000	70.436000	B
70.824000	70.824000	B
70.848000	70.848000	B
70.859000	70.859000	B
70.876000	70.876000	B
70.894000	70.894000	B
70.915000	70.915000	B
71.336000	71.336000	B
71.354000	71.354000	B
71.375000	71.375000	B
71.815000	71.815000	B
71.831000	71.831000	B
72.289000	72.289000	B
72.305000	72.305000	B
72.326000	72.326000	B
72.764000	72.764000	B
72.780000	72.780000	B
72.799000	72.799000	B
72.818000	72.818000	B
73.225000	73.225000	B
73.292000	73.292000	B
73.717000	73.717000	B
73.733000	73.733000	B
73.752000	73.752000	B
74.193000	74.193000	B
74.209000	74.209000	B
74.229000	74.229000	B
74.250000	74.250000	B
74.688000	74.688000	B
74.706000	74.706000	B
75.145000	75.145000	B
75.162000	75.162000	B
75.181000	75.181000	B
75.200000	75.200000	B
75.584000	75.584000	B
75.608000	75.608000	B
75.620000	75.620000	B
75.637000	75.637000	B
75.655000	75.655000	B
75.675000	75.675000	B
76.098000	76.098000	B
76.114000	76.114000	B
76.133000	76.133000	B
76.538000	76.538000	B
76.561000	76.561000	B
76.572000	76.572000	B
76.590000	76.590000	B
76.610000	76.610000	B
77.069000	77.069000	B
77.087000	77.087000	B
77.106000	77.106000	B
77.530000	77.530000	B
77.544000	77.544000	B
77.562000	77.562000	B
77.990000	77.990000	B
78.001000	78.001000	B
78.016000	78.016000	B
78.056000	78.056000	B
78.443000	78.443000	B
78.466000	78.466000	B
78.478000	78.478000	B
78.493000	78.493000	B
78.533000	78.533000	B
78.942000	78.942000	B
78.953000	78.953000	B
79.010000	79.010000	B
79.398000	79.398000	B
79.417000	79.417000	B
79.447000	79.447000	B
79.467000	79.467000	B
79.908000	79.908000	B
79.924000	79.924000	B
79.943000	79.943000	B
79.964000	79.964000	B
80.348000	80.348000	B
80.369000	80.369000	B
80.437000	80.437000	B
80.846000	80.846000	B
80.857000	80.857000	B
80.894000	80.894000	B
80.913000	80.913000	B
81.302000	81.302000	B
81.322000	81.322000	B
81.333000	81.333000	B
81.351000	81.351000	B
81.369000	81.369000	B
81.390000	81.390000	B
81.798000	81.798000	B
81.810000	81.810000	B
81.828000	81.828000	B
81.847000	81.847000	B
81.868000	81.868000	B
82.251000	82.251000	B
82.274000	82.274000	B
82.286000	82.286000	B
82.304000	82.304000	B
82.323000	82.323000	B
82.767000	82.767000	B
82.782000	82.782000	B
82.800000	82.800000	B
82.820000	82.820000	B
83.207000	83.207000	B
83.240000	83.240000	B
83.256000	83.256000	B
83.293000	83.293000	B
83.704000	83.704000	B
83.714000	83.714000	B
83.731000	83.731000	B
83.752000	83.752000	B
83.771000	83.771000	B
84.155000	84.155000	B
84.178000	84.178000	B
84.191000	84.191000	B
84.208000	84.208000	B
84.227000	84.227000	B
84.247000	84.247000	B
84.656000	84.656000	B
84.668000	84.668000	B
